sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url
23031839,火山鲨鱼馆Volcano Whale & Shark Pavilion,0,94.0,与拥有“星空之背”的庞大鲸鲨奇妙邂逅,,121.915004,30.91788,20,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/9dac969e6c19c1247280331b7af2fbcc.jpg_r_480x360x95_71035c5f.jpg
20054435,江南造船厂博物馆Jiangnan Zaochuanchang Museum,0,76.0,,,121.76,31.3598,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/6812dd6671448b81f203b76f6be2ebb9.jpg_r_480x360x95_4b1c756d.jpg
20052525,LIFE PARTYING广场Life Partying Square,0,0.0,,,121.536,31.2267,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20051680,城市公园Chengshi Park,0,90.0,,,121.930468,30.894452,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/faaeebc9eedcc35c549996b87437adf6.jpg_r_480x360x95_1cd2f895.jpg
20036395,营房村社区活动中心文化广场Yingfangcun Shequ Culture Square,0,0.0,,,121.7396362201,31.2157541492,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20031532,罗泾水源涵养林Luojing Water Conservation Forest,0,96.0,,,121.368544,31.487105,3,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718609,远香湖Yuanxiang Lake,0,90.0,,,121.273869,31.360426,27,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/94e10eba96b86ace18806350c72f1aa9.jpg_r_480x360x95_ac1161ed.jpg
18717853,"上海百鸟湖Bainiao Lake, Shanghai",0,90.0,,,121.689706,30.865672,3,0.0,https://img1.qunarzz.com/travel/poi/1803/4c/c29af7f5a4e9b837.jpg_r_480x360x95_85622e5b.jpg
18717072,肇周路Zhaozhou Road,0,88.0,,,121.4875332464,31.2203578949,42,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/85bb6018-0fe1-46a1-8f49-b2182b0a9957.jpg_480x360_4831cef4.jpg_480x360_00aa7224.jpg
10095045,浦江郊野公园Pujiang Country Park,1,88.0,,226.0,121.514275,31.054805,157,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/1055244ab455b871a75d799c3c039c76.jpg_r_480x360x95_c7f39c39.jpg
10077455,艺仓美术馆Yicang Gallery,3,92.0,,783.0,121.5189942894,31.2221834718,57,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/47a100cf385f037dfb070d6881ad7dde.jpg_r_480x360x95_4ca90dc0.jpg
10076754,北水湾体育公园Beishuiwan Tiyu Park,0,88.0,,1010.0,121.24914,31.408359,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f82f284b696c263c9b2d614b42490496.jpg_r_480x360x95_ec89e433.jpg
10076617,南翔老街Nanxiang Old Street,1,88.0,,1036.0,121.314868,31.296946,71,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/0b482497-00a0-4e5e-a57d-a52b40df8d07.jpg_480x360_1c9c8f69.jpg_480x360_8f134a40.jpg
10073584,奉贤海滩Fengxin Beach,0,84.0,,1681.0,121.527668,30.818991,5,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/23e503baa149d91424bae2ed353da23f.jpg_r_480x360x95_658f8d17.jpg
10066381,罗密欧阳台Romeo Terrace,2,78.0,,1760.0,121.4469859816,31.215745888,7,0.0,https://img1.qunarzz.com/travel/d5/1810/f3/87afef37b89a61b5.jpg_r_480x360x95_b51341e3.jpg
10023206,枫叶岛Maple Island,0,84.0,,1826.0,121.181984,30.782364,43,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/31f04390ed709d29d7172a170ef66fe9.jpg_r_480x360x95_46cf6e3b.jpg
9785324,明清民居,0,0.0,石板老街、黛瓦民宅、深巷幽弄……无不展现朱家角典型的江南民居风貌。,27.0,121.062171,31.11673,0,0.0,https://img1.qunarzz.com/travel/poi/1708/17/e8a363026b458337.jpg_r_480x360x95_170476bf.jpg
9497855,上海理工大学,1,90.0,源于1906年创办的沪江大学和1907年创办的德文医工学堂，临江而立，浦江美景尽收眼底。,447.0,121.558505,31.29627,2,0.0,https://img1.qunarzz.com/travel/poi/1607/e7/8ea0a704d555cdbb.jpg_r_480x360x95_10add575.jpg
9486171,长江第一滩,1,0.0,“长江第一滩”位于长兴横沙渔港综合功能区东端，与东岸800米的横沙休闲旅游岛隔江相望，与30公里处的浦东迪斯尼乐园遥相呼应。,2397.0,121.697932,31.397428,0,0.0,https://img1.qunarzz.com/travel/poi/1607/4f/c8c837c4454d9adb.jpg_r_480x360x95_6a3edcef.jpg
9199897,震旦博物馆Aurora Museum,1,94.0,,409.0,121.506401,31.240127,223,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/776f96fd5fadb246883245cad13fb838.jpg_r_480x360x95_cbec063c.jpg
7474942,桥乡金泽Jinze Ancient Town,1,88.0,,391.0,120.928882,31.041805,71,0.0,https://img1.qunarzz.com/piao/fusion/1412/42/42ef8e4dfdd5af29cdb.jpg_r_480x360x95_a245a8ad.jpg
704185,上海展览中心Shanghai Exhibition Center,3,92.0,上海最早的会展场，建筑宏伟华丽，经常举办各种大型展览。,198.0,121.459249,31.230961,442,0.02,https://img1.qunarzz.com/travel/d0/1508/38/02601153d28287.jpg_r_480x360x95_eb3c2151.jpg
706091,中国共产党第一次全国代表大会会址The site of the first CPC National Congress,3,92.0,中国共产党的诞生地。,86.0,121.481627,31.22608,309,0.01,https://img1.qunarzz.com/travel/d3/1711/a2/0306ef824c6b8bb5.jpg_r_480x360x95_56e8b4c2.jpg
715628,南浦大桥Nanpu Bridge,10,92.0,,554.0,121.514786,31.210031,131,0.01,https://img1.qunarzz.com/travel/d7/1803/3f/ab1d08693a9cb2b5.jpg_r_480x360x95_7607328b.jpg
706550,圣母大堂Notre Dame Church,1,88.0,,555.0,121.461843,31.223707,109,0.01,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a5d1ccc14b42ebb304f6b5267771096a.jpg_r_480x360x95_3e4102b9.jpg
711910,上海总会,1,96.0,"上海总会（Shanghai Club）又称英国总会，建筑外观呈晚期文艺复兴式，外墙除勒脚、柱为石料外，均为水泥仿石墙面。入口处有塔司干（TUSCAN）立柱，二、三层中部五间有贯通两层的爱奥尼克式的古典立柱。一些局部处理带有巴洛克特征。
这座建筑室内设…",382.0,121.4978339581,31.2396091486,6,0.01,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/e2f5803dbfcb34e75144f7fa533481c9.jpg_r_480x360x95_6357d9ea.jpg
706259,复兴公园Fuxing Park,2,92.0,,237.0,121.475647,31.222986,366,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/53d5987e9c0c804443590b3ad891517a.jpg_r_480x360x95_0a39a78f.jpg
704895,孙中山故居纪念馆Former Residence of Sun Yat-sen,6,92.0,孙中山和宋庆龄唯一共同的住所，老上海小洋房十分精致。,297.0,121.474213,31.222108,235,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1559244797459100t14000000x1pyzA317_D_640_10000.jpg_r_480x360x95_bed75ffa.jpg
704326,豫园点春堂Shanghai Dianchun Hall,3,92.0,,560.0,121.499093,31.2332,85,0.0,https://img1.qunarzz.com/travel/d5/1705/7c/4a819ff953453cb5.jpg_r_480x360x95_617aac44.jpg
716231,上海市历史博物馆Shanghai History Museum (People's Square),4,94.0,,71.0,121.47734738,31.2370712547,230,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20208/3c4a554c4d2eeb1480b1b26bf246bfd4.jpg_r_480x360x95_24eb76e9.jpg
5475532,鲁迅纪念馆Lu Xun Memorial Hall,7,90.0,参观鲁迅先生生前的衣物、生活用品、手稿书信等珍贵藏品。,562.0,121.490446,31.275502,190,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/e804e5f529fb5bd36c699e26b06fe3ad.jpg_r_480x360x95_98c6a9e5.jpg
713571,丁香花园Shanghai Lilac Garden,1,90.0,晚清北洋大臣李鸿章的私家花园，在上海极负盛名，保存完好。,563.0,121.445551,31.218712,183,0.0,https://img1.qunarzz.com/travel/d5/1803/4b/e127f3bcf65378b5.jpg_r_480x360x95_08d68e72.jpg
702841,亚细亚大楼Asia Building,1,92.0,,565.0,121.497823,31.239123,84,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/4e7b9685-fcc5-49cf-ac65-fe9bad666ffa.jpg_480x360_05f9ded6.jpg_480x360_233a3099.jpg
7481658,同济大学Tongji University,12,94.0,上海百年名校，也是著名的赏樱胜地。,78.0,121.5078955868,31.2885097222,355,0.0,https://img1.qunarzz.com/travel/d2/1705/c3/40b3efc30db2a5b5.jpg_r_480x360x95_8a3719ea.jpg
706664,上海大自然野生昆虫馆Shanghai Natural Wild Insect Kingdom,2,90.0,国内首批活体昆虫展示馆之一，投食喂锦鲤，观赏蝴蝶标本。,68.0,121.504313,31.246055,907,0.0,https://img1.qunarzz.com/travel/d1/1408/22/f154375d3d0dcaf9ffffffffc8d65eac.jpg_r_480x360x95_8408eae0.jpg
713256,上海古城墙Shanghai Ancient City Wall,3,92.0,,178.0,121.4899188071,31.2302614115,68,0.0,https://img1.qunarzz.com/travel/d5/1508/3f/25d13c61d088e9.jpg_r_480x360x95_a4ddf64f.jpg
5377695,猫的天空之城概念书店(新天地店)Mo Mi Cafe (Xintiandi),3,92.0,上海十大清新书店之一，可以寄明信片给未来的自己。,219.0,121.481888,31.223776,89,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/3902233a6ce79c404da07c540f7f21d1.jpg_r_480x360x95_76617838.jpg
706617,毛泽东旧居Former Residence of Mao Zedong,1,92.0,毛泽东同志在上海居住过的地方。,235.0,121.466975,31.23244,134,0.0,https://img1.qunarzz.com/travel/poi/201303/14/c11feb7474093858ddb12cfb.jpg_r_480x360x95_379c3ed1.jpg
711675,佘山天主教堂Sheshan Basilica,3,90.0,欣赏山顶的巴洛克教堂建筑，感受不对称的设计美感。,12.0,121.198899,31.100616,118,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/d4dcd4d67b7cc217ba65fa435f15288f.jpg_r_480x360x95_56f1f24f.jpg
706526,吴江路Wujiang Road,1,88.0,,377.0,121.467871,31.236492,391,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/49aff44bbfeb61fbfcab9f7501bbb05a.jpg_r_480x360x95_5a8f4c34.jpg
710535,上海图书馆Shanghai Library,1,92.0,,146.0,121.451117,31.213841,468,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/f70be864195aa2438087270222232af7.jpg_r_480x360x95_f620685c.jpg
3713024,老码头The Cool Docks,3,88.0,南外滩时尚新地标，将废弃厂房改造成创意工坊，酒吧、餐厅一应俱全。,209.0,121.512289,31.225078,367,0.0,https://img1.qunarzz.com/travel/d2/1712/a7/3988f073435632b5.jpg_r_480x360x95_8a72f345.jpg
7481920,大清邮局Zhujiajiao Post Office,2,84.0,,4.0,121.060143,31.113177,143,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/ed0a289e4eaa56701af99425d5b9374f.jpg_r_480x360x95_d7e5f1a5.jpg
712762,上海天文博物馆Shanghai Astronomical Museum,1,90.0,了解神奇奥妙的天文知识，体验身临其境漫游宇宙的感觉。,13.0,121.199571,31.100782,73,0.0,https://img1.qunarzz.com/travel/d4/1610/30/72b2f7eb66a3fbb5.jpg_r_480x360x95_58f1b459.jpg
7642179,韩湘水博园Shanghai Hanxiang Water Garden,2,88.0,,274.0,121.3357853989,30.9903439499,248,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/88dacf443d8b02c3b0a505675550f7f4.jpg_r_480x360x95_31ec74bd.jpg
711002,珠溪园Zhuxi Park,1,86.0,,9.0,121.06774,31.115957,42,0.0,https://img1.qunarzz.com/travel/poi/1803/b4/bd5f00b30e662f37.jpg_r_480x360x95_d7902ce3.jpg
7481855,古城公园Gucheng Park,2,90.0,,584.0,121.500454,31.234126,179,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/33ad2409c2ac86b91c55dbd11c24a5a4.jpg_r_480x360x95_279966fb.jpg
712305,上海徐光启墓Shanghai Xu Guangqi Tomb,3,88.0,,352.0,121.4413592147,31.1954590074,128,0.0,https://img1.qunarzz.com/travel/d2/1802/af/7a5356af9c2c2ab5.jpg_r_480x360x95_1bd56f72.jpg
713371,大境阁Old City Wall at Dajing Road (Dajing Ge),1,90.0,登上仅存的明代城墙和城楼，感受都市中不可多得的历史气息。,328.0,121.489917,31.230343,170,0.0,https://img1.qunarzz.com/travel/d4/1803/6e/b98da63b025e7cb5.jpg_r_480x360x95_4ba4ba67.jpg
3706978,民生现代美术馆Minsheng Art Museum,1,92.0,,215.0,121.451661,31.297551,50,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/da92a4cceab94bf4cd7c2eabf66e339e.jpg_r_480x360x95_16382cca.jpg
719540,天马山公园Tianmashan Park,2,90.0,比佘山更清净，可登高远眺周边地貌，参观著名北宋斜塔。,4.0,121.15945,31.081471,140,0.0,https://img1.qunarzz.com/travel/poi/1409/05/bd85d799089878c8ffffffffc8d65eac.jpg_r_480x360x95_49593af2.jpg
5280497,金山嘴老街Jinshanzui Old Street,1,88.0,,271.0,121.3827293227,30.738410375,28,0.0,https://img1.qunarzz.com/travel/d9/1702/71/25c7f28515166db5.jpg_r_480x360x95_0e9cfbd4.jpg
5164804,狮语画廊Shiyu Gallery,1,92.0,,619.0,121.445823,31.2131,17,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/6f7ea300-cd69-4d9a-88a1-b1ad45f0c110.jpg_480x360_1815a3ee.jpg_480x360_3885258f.jpg
702867,桂林公园Guilin Park,2,90.0,,312.0,121.424381,31.171495,497,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/9aa17390-f66e-4e16-a21f-ca8a4176ed6b.jpg_480x360_d16a7d1f.jpg_480x360_61acfc1d.jpg
708263,上海民族文化村Shanghai National Culture Village,3,78.0,,652.0,120.9184220314,31.0788458395,28,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/36a68135b7b3c29e1a4dd683131a2bf7.jpg_r_480x360x95_1d374192.jpg
708586,二严寺Er Yan Temple,1,84.0,,655.0,121.458649,30.941132,68,0.0,https://img1.qunarzz.com/travel/d7/1801/5e/33457969fed370b5.jpg_r_480x360x95_c495f14e.jpg
716168,陈化成纪念馆Chen Huacheng Memorial,1,94.0,,657.0,121.500428,31.415458,18,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/5d9c0ec5f2792705d0cfad9bc571390a.jpg_r_480x360x95_4873c9a6.jpg
703568,黄炎培故居Huang Yanpei's Former Residence,2,86.0,,308.0,121.7114581862,31.2013378143,63,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/397db892f27fc7e2d31a1f8af9130b05.jpeg_r_480x360x95_4036905c.jpeg
707960,上海太平天国烈士墓Shanghai Taiping Martyrs Tombs,2,0.0,,661.0,121.5714785776,31.356817013,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f8428df9532aa41e672d494ebed50ec4.jpg_r_480x360x95_1bdcd5a8.jpg
3706839,上海四行仓库抗战纪念馆Sihang Warehouse Battle Memorial,1,94.0,,129.0,121.477852,31.246263,78,0.0,https://img1.qunarzz.com/travel/poi/1808/c0/90068bf59400db37.jpg_r_480x360x95_0e73abbb.jpg
715775,上海青青旅游世界Qingqing Tourism World,1,90.0,,678.0,121.2613883444,31.0735846536,4,0.0,https://img1.qunarzz.com/travel/d8/1508/a5/fad958f0046010.jpg_r_480x360x95_5b0d6eba.jpg
704501,陈化成雕像,1,100.0,抗英民族英雄陈化成的雕像竖立在临江公园里。鸦片战争时，1842年6月英舰进犯吴淞口，陈化成的上司两江总督牛鉴欲向英军求和，陈化成当时任江南提督，铸铜炮、筑炮台、造火药练士兵，在吴淞口积极设防，坚决反对求和。英军来犯，陈化成以67岁高龄率…,691.0,121.4988246918,31.4152256461,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
7469073,圆津禅院Yuanjin Buddhist Temple,1,80.0,,10.0,121.061302,31.116426,69,0.0,https://img1.qunarzz.com/travel/poi/1408/26/4299fee64c587bf3ffffffffc8d65eac.jpg_r_480x360x95_651dcff5.jpg
7469079,上海手工艺朱家角展示馆Shanghai Handicraft Zhujiajiao Exhibition Hall,1,84.0,,11.0,121.061274,31.115426,11,0.0,https://img1.qunarzz.com/travel/poi/1408/26/c70924529b56aaf2ffffffffc8d65eac.jpg_r_480x360x95_f6596314.jpg
39154647,上海王小慧艺术馆,0,100.0,,,121.391153,31.220062,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38933309,随塘河公园,0,0.0,,,121.348226,30.717408,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38674579,前卫1966郊野公园,0,0.0,,,121.7105530118,31.4152189956,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38339518,潮帆皮划艇水上运动俱乐部,0,100.0,,,120.957206,31.057324,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38337141,元荡湖,0,0.0,,,120.9121911149,31.0839707451,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38336633,藕遇公园,0,60.0,,,121.4015551923,30.8327454126,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38335486,年丰公园,0,0.0,,,121.501756,30.936297,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38007919,顾村镇菊泉文化街,0,80.0,,,121.375101,31.363165,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38006704,C3M北外滩艺术馆,0,66.0,,,121.513881,31.258328,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
37806967,兰香湖,0,90.0,,,121.4782141354,31.0291584658,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
37806391,枫泾路周末步行街,0,0.0,,,121.5046982777,31.2322652352,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
37192948,宝钢动物园,0,88.0,,,121.4554359822,31.4447909318,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
37182772,星火公园,0,0.0,,,121.5702200661,30.8601397536,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
36680054,上海京剧传习馆,0,94.0,,,121.458781,31.211644,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
36451543,横沙垂钓中心,0,0.0,,,121.8256755625,31.3320868749,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
36407266,南汇新城主题公园,0,0.0,,,121.928723,30.909275,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
36255882,Kalidico奇幻研究所,0,86.0,,,121.505711,31.254969,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35913517,静修寺Jingxiu Temple,0,0.0,,,121.8332627421,31.3578275454,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35893743,魔都1号天台摄影基地Magic City No.1 Rooftop,0,100.0,,,121.4978437277,31.2343329436,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35307427,上海海事大学海馨广场,0,100.0,,,121.9082010033,30.8815138164,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35216153,春花秋色滨水活力区,0,90.0,,,121.957929,30.88961,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35216140,金庭动物园Jinting Zoo,0,96.0,,,121.3628750316,31.2102528425,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
35215774,松江大学城Songjiang University Town,0,98.0,,,121.202954,31.055879,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
34270110,金刚博物馆Shanghaijingang Museum,0,60.0,,,121.730706,31.0269,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/4405db225c92f3b43868b43dda04c884.jpg_r_480x360x95_cbb0a3de.jpg
34104211,南汇新城芦潮港公园Luchaogang Park,0,94.0,,,121.869364,30.874107,8,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a9c7353d64495a163331122bb96f8e96.jpg_r_480x360x95_1c315d5a.jpg
32763132,菊泉故里Hometown of Ju Spring,0,78.0,,,121.3811434216,31.3649209518,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/0e517173e2cc06369b13a2881456d9f6.jpg_r_480x360x95_dc7f2958.jpg
29663084,泡泡公园Paopao Park,0,88.0,,,121.507093,30.931542,10,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/b8f6a7d33e76ddcd971aafe230f0f5f3.jpg_r_480x360x95_e422ab0a.jpg
28708334,火山漂流Huo Mountain Drifting,0,94.0,,,121.913909,30.917198,5,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
27374024,亚马逊公园 萌宠乐园,0,0.0,与可爱的小动物们零距离亲密互动,,121.394009,31.1129,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/4db31fe4dc209b24679fc77caff5e7fe.jpg_r_480x360x95_39be6c78.jpg
25919136,比斯特上海购物村Shanghai Village,0,92.0,,,121.686884,31.145974,46,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/e339fe65-c3bd-473e-adfb-044ff12ac494.jpg_480x360_a41e5ecf.jpg_480x360_297b9684.jpg
24438451,上海美食街MeiShiJie,0,88.0,,,121.390934,31.261715,6,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/b2dfbf9e2491d5d769dd3dd345fa799f.jpg_r_480x360x95_475b4b7d.jpg
24411010,佘山国家旅游度假区Sheshan National Tourism Resort,0,88.0,,,121.205001,31.096463,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/eae83b66dda768253acb61ae4cbfa33a.jpg_r_480x360x95_544e5b6c.jpg
23352447,赛梦·微缩世界（陆家嘴正大店）Saimeng Miniature World · Century Bund,0,88.0,,,121.505934,31.242497,46,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/52e018b9e2eb8cac936e428d7784e796.jpg_r_480x360x95_498b448c.jpg
23344729,明珠美术馆Mingzhu Gallery,0,94.0,,,121.379722,31.179901,23,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/df388d0c9fe4fd8f2b4a79f85d0d41b9.jpg_r_480x360x95_cfbfb45a.jpg
23343260,泰平桥Taiping Bridge,0,90.0,,,121.025842,30.89263,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/993331be-1823-45c7-ae8a-036b1d9fe0b7.jpg_480x360_19f82a01.jpg_480x360_3cafd7ae.jpg
23341860,华东师范大学East China Normal University,0,94.0,,,121.411329,31.233563,30,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/82ba25fce5637132d8e669f17fd5e0ce.jpg_r_480x360x95_87236fbb.jpg
23031836,海底世界馆Undersea World Pavilion,0,92.0,一个充满童趣和梦幻色彩的未来世界,,121.913352,30.917797,12,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/9e42f26aaaaae9c6e2e3d69079545d5d.jpg_r_480x360x95_9c81b8d3.jpg
22982104,粉黛乱子草Hairawn Muhly,0,86.0,,,121.2902746577,30.8487306316,7,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/6f1fc4d86c7153d09c5f1540fc39ab04.jpg_r_480x360x95_fd335f41.jpg
22764743,崇明东滩鸟类国家级自然保护区Chongming Dongtan Birds National Nature Reserve,0,98.0,,,121.97099,31.514882,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/023144b47276602d79e6fcf8901deaa5.jpg_r_480x360x95_89e73742.jpg
20979428,宝山滨江公园Baoshan Riverside Park,0,92.0,,,121.502787,31.416768,18,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/5b4441f01380efaa9692c7a8900e3b30.jpg_r_480x360x95_824993e4.jpg
20976870,浦东机场博物馆(浦东机场T2店)Museum of Pudong Airport(Pudong Airport Terminal 2),0,90.0,,,121.8184337997,31.1529857631,36,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/50c76a8c06a39dfa6cb7f695f29229ba.jpg_r_480x360x95_3d4bcf1d.jpg
20973902,国际乒联博物馆和中国乒乓球博物馆Zhongguo Pingpangqiu Museum,0,94.0,,,121.487789,31.198924,29,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/91125649438c0b6a54657b0d829c0a65.jpg_r_480x360x95_58c1b9e6.jpg
20053973,阳豆豆亲子乐园,0,0.0,,,121.458,31.3172,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20051050,芙罗拉教堂Fuluola Church,0,0.0,,,121.515742,31.060538,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20050770,乐贝尼主题乐园,0,0.0,,,121.66,31.2727,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20047946,南门广场Nanmen Square,0,100.0,,,121.401,31.6236,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
